,user,review,date,user_score,review_votes,review_upvotes,review_downvotes,language
966,Oggiano,"Endgame was a major disappointment. Long overly drawn out tear jerking scenes mixed up with weak humor, plot holes and too few fight scenes plagued with very inconsistent power levels.Not to speak of what they did to many of the characters which can hardly be recognized (this goes beyond a certain Asgardian).Despite the overly long running time the movie fails to give many important characters sufficient screen time. The plot is extremely thin and telegraphed providing little tension or suspense except the in last 20 minutes.TL;DR Endgame is too long a movie trying to mix drama and superhero humor, with poor results. This movie can't hold a candle to its predecessor infinity wars.",2019-04-29,3,39,5,34,English
967,DefinitelyMayb,"Avengers:End game is by far a much better film than Infinity War. More structured and more cohesive than the mess that was IW. That being said, I think the film is a very good conclusion to the last 10 year journey, which I have been part of since watching the first Iron Man during my high school days. What I loved about the film was that it took a lot of risks and some much needed character conclusion to their arks. In a funny world, these characters would have survived indefinitely and continue to rake in millions of dollars for the Disney overlords, but I must commend Kevin Fegie, the directors and screenwriters to actually end most of their storylines. A lot of care was taken in terms of the direction of the characters and what this film would end. The meta aspects of this film was particularly satisfying with those who have followed all the films will enjoy the subversions offered throughout this 3 hour epic. That said this film is far from perfect, with many of the same flaws still very much present.First, despite its epicness, much of the films drag into 3 distinct sections that I don't think add to being a very good cinematic experience. One massive annoyance is the tonal fluctations that seem to drag this movie down much like in IW. For example, in the first Act which reflects on the aftermath of Thanos's successful plan, we get some really dramatic scenes, then suddenly we get the usual MCU exposition/comedy scenes all fitted within adjacent to one another. One moment Black widows talking about something serious, and then another character talks about peanut butter sandwhiches. This is one of the painful things about the recent MCU films is the lack of dedication to the more dramatic aspects of their situation. First act on repeat viewings would have the feeling on dragging on because pretty much no action takes place. Another problem is that despite having these character moments, I dont think the film does a good job exploring these characters properly and in fact, there is little introspective of the sitatuion. We get to see for example, Captain America talk about how to move on in some sort of help group, but then we get little world-building of the tragedy that occured during IW. One thing I keep saying is that as the MCU keeps getting bigger and expanding, the world keeps feeling smaller and indifferent. For example, where is the military, why doesnt the film show what happens to the governments in Earth and other parts, where is Thunderbolt Ross, Martin Freeman's character, what about the villains? etc. We get very little of this but only a focus on the Avengers who lets face it, don;t really do much or is needed. Another poor thing that becomes apparent with the MCU is the lack of any villains/antagonists that are developed or survive long enough to be part of this. It feels like a missed opportunity in this film to actually get a sense of a bigger world at large. The movie then becomes a time travel/heist movie that is actually the most enjoyable. Despite some nitpicky time travel issues, I think this part was the most interesting and definitely the most worth in repeat viewings. However, this again was not a lot of actions and the characters splitting up made only some duos more interesting (ie Cap and Iron Man), whereas the pair of Black Widow/Hawkeye &amp; WarMachine/Nebula were definitely boring and generic. There is also a lot of conveniences in this film which becomes more noticable on repeat viewings. The final act, is a massive fight and deeply rewarding on an action perspective. Whilst it is good, its certainly still not as good as the Russo's brothers previous efforts. WE get glimpses of all the good characters fighting and there are some genuinely jaw dropping moments such as Captain America picking up Mjolinir and the avengers assembling for the final fight. Lots of CGI which is a mix big unfortunately.That being said, this was a much enjoyable film. The mixed feeling/score is reflective on the lack of cinematic quality and annoyance in that the film does many good stuff, but then is let down on other crucial aspects. Other things such as handing the mantle to Falcon, lack of emotional scene for Black Widow become bug bears on repeat viewings. Overall, this was still a satisfying experience, but for the sake of MCU, I hope they improve on the story and characters more in the future endeavours and be more like Winter Soldier, First Iron Man and Civil War which I think still are their best films.",2019-04-27,6,47,6,41,English
968,egoBorder,"Considering how much I enjoyed Infinity War, I was surprised by how disappointing Endgame was.  Not a bad movie by far, and some of the things that bothered me won't be an issue for others, but I expected more.  With that said, the beginning and ending are the best parts, so you'll likely leave the theatre happy (even if the movie doesn't sit too well as you digest it).I was surprised by the amount of humor.  And even though I thought the jokes mostly landed, it was weird that in a universe where half of sentient life disappeared there are so many people cracking jokes.  I would have appreciated a darker humor until the snap is reversed.  I just felt it undercut the stakes and loss the characters would be feeling after their defeat in the last movie, even if a bit of levity is needed for the audience's sake.The thing that bothered me the most was the reliance of time travel as a plot device.  I can accept time travel if it's just kind of in the background, but the moment a movie tries to make it seem real is the moment I can't accept it anymore.  The worst part of Endgame is that despite telling myself several times, ""Just ignore it and have fun!"" the movie spends a lot of screen time on the time travel plot and is constantly trying to justify it.  In the end I couldn't get past it and it made the middle of the movie really sag.",2019-04-28,6,48,6,42,English
970,Backbreaker,Overrated and overlong. It needs to be trimmed to 2 hours and it would be much better. Action is good even if there's not enough,2019-05-14,1,33,4,29,English
972,Xan_Ryil,"Thanos finished the world, understandable, but why that long face? Everyone knew from the start that world was going to come back (and with new hair styles) so why spend first 60 minutes being so serious?They followed the formula all 2-part movies do (Kill Bill Vol-1/2, Harry Potter and Deathly Hollow 1/ 2) where first part is all about action and next one a lot drama with action in the end. Lesser known avengers could sue Thanos for discrimination as he left most famous Avengers to undo what he had done. But in the same way, Thanos can sue Disney and Marvel for strategically delaying Captain Marvel Movie Hence Captain Marvel was kind of immune to the disintegration phenomenon. Not only that but every single Avenger was saved with no serious injury in a massive missile attack by Thanos just before the final better. So was Antman who was in Quantam Realm, strangely 5 years were only 5 hours to him, but not to the Wasp who stayed there for some 30 years but aged 300 years which should have been 30 hours only.Logic behind saving the world was so grossly cliché and confusing that most of the time it was hard to catch up. Introduction of time machine and promise to not engage with past selves or play with the thread of time was so lame. Eventually they had to come up with the most stupid reasons to fill up the black holes they created in their stories. Like previous movie, End game has infinite stares. In an action packed movie where every response is predicted, a serious focus on a character and his dense stare feels awkward. Infused drama about every character, we know how much everyone thrives for science yet they refuse in the start to only come up with the solution in snap of a finger. Be it Bruce Banner or Tony Stark. Greatest science inventions like time machine are shown to be as easy as boiling eggs. Time travel not only revives dead and disintegrated characters but makes avengers even more strong. I wondered if they thought to go back in time and fix 9/11.Since writers were extremely lazy while developing the idea for the movie and could not weave in all the events in the past with their retrospective effects, they brought in an alternate reality approach so that they could mess up other realities to save the one they are in. And avengers in other realities are so lazy and sacrificing that they didn’t lift a finger to save their realities because Disney was not making movie about their reality.Character profile and development is perhaps strongest if we minus the excessive drama. Tony and Captain get the strongest storyline. Natasha’s departure and response by rest of avengers was perhaps forced into the story. All these years and no one knew if she had a family? What kind of friendship they have? Finally, the most commercial idea of passing Captain America’s shield (franchise torch) to someone colored. There was a Wonder Woman moment when all females assembled to secure Captain Marvel’s trip to time machine. Special effects are nothing new and same goes for the weird creatures.End Game might try to invoke that feeling which you have when a very long series end but it infuses more drama and action it actually needed and the ending in every possible way was predictable and weak.",2019-05-02,5,25,3,22,English
973,TheDevilCorrect,"Here's the skinny. You'll watch this 3 hour borefest for only one good reason; the 20 minutes of worth-while content that happens in the form of a battle. Before that, and after that-not worth watching. The Battle still isn't as good as the Airport battle in Civil War. It's a disappointing movie.",2019-04-28,5,42,5,37,English
974,AxeT,"You sit there waiting for it to start well after the movie begins, shaking your head in disbelief as this unbelievably thin, abominably bad bloated bore ticks on and on!  The same creatives have delivered the same padded plodding overlong junk one entry after another.Once upon a time, superhero movies were made by adults for wide general audiences.  Now they're made by childish nerds for the dumb illiterate global masses who eat up whatever **** Hollywood shovels out!  Marvel, once dramatically clever and incredibly inventive, now puts out uneven unfunny goofy geek comedies.It used to be serious actors balked at comic book fare.  Now they can't take it seriously enough.  The annoying cast in this ridiculous over-the-top series never question the utter lack of narrative talent of its writers, directors and producers, but instead dutifully drone on yucking it up on talk shows and all the way to the bank.  Where's the oversight?!  Disney/Marvel and the rest don't care or know how to make good movies anymore.  They're bean counters on an auto pilot conveyor belt.  There's no restraint whatsoever regarding plausibility.  As absurd as the original grouping of superheroes is (but fun and true to the source, not invalid), they go and pile on every Marvel property including large groupings not even part of The Avengers into a smorgasbord of so many freaking characters slapped together in an endless stupid stream of one liners as excuse for story the result is incoherent plotting (despite its infantile simplicity) and really no emotional investment in any of the characters at all.However big the inflation/population driven box office, this is some very underwhelming STUPID ****",2019-05-22,2,36,4,32,English
975,Person4reviews,"The avengers waste 2 hours doing nothing the movie is nothing like the comics, feels like a YouTube parody.",2019-05-19,1,36,4,32,English
976,rizikteam12,"A little bit of a let down after everything leading up to it. I would have given it a much higher score regardless, if Marvel hadn't put their political agenda's in the film. -They have a scene where they throw in a gay character with absolutely no benefit to the movie, then never seen again. -Then there was Brie Larson at it again. Thank goodness they gave her barely any screen time. Unfortunately that was too much screen time. Every comment she made was condescending, arrogant, and annoying. Terrible Character. Marvel should have definitely used this movie as a way to kill her off from the series. -Then this obsession with empowering all the female characters. In fact they have this one horrible scene where Captain Marvel is trying to get the gauntlet through Thanos' army and only all the female character line up together to protect the gauntlet and back her up. I could totally imagine a ""Girl Power"" banner in the background. I did a face palm in the theater.-Going along with empowering females, they also make the male characters useless. Hulk is worse in this movie then he was Infinity War, except now they also screwed up Thor. Besides Iron Man, Thor was the only other person who deserved to win this. He sacrificed the most, he lost the most, he suffered the most, yet here they make him a fat, alcoholic, useless, and unmotivated character full of insecurities. He didn't get any redemption nor satisfaction, in fact he gave away what he already had (such as the visions and coming in to save the day in Infinity Wars).-The rest of the male characters where all very submissive and weak around the females while the women acted strong and NEVER once showed any weakness.-They ruin this movie with PC cultural and Feminism once again (not sure why they haven't learned from the Captain Marvel flop). I am no longer going to be seeing Marvel movies in the theaters, they are becoming corrupted by this liberal junk. I go to watch movies to enjoy myself. Not to get political correctness and feminism rammed in my face.",2019-05-08,3,36,4,32,English
978,Simon_Says,"Had to check my watch during the first 2 hours, not because of a lack of action, heck, most of my favorite movies have zero or near zero action in them, but because it was just a yawn inducing cringing fest. And the last hour was just as cringy.I'm done with the Marvel/Superheros ""grandiose"" movies I guess. Only Marvel movies I'll watch going forward will probably be the Doctor Strange ones.",2019-05-05,1,37,4,33,English
979,Paynebyname,"Infinity War was a wonderful epic film yet this doesn't feel like it is written or directed by the same people.They 'cleansed' Thor and Hulk of their toxic masculinity making them literally laughing stocks. From IW when Thor had an amazing journey, he is just embarrassing in this. And Hulk whose MO is losing his **** and smashing things up is suddenly all touchy feely - what the hell. It's almost like there is some kind of agenda in needing to clip the wings of the old guard before the next phase.The time travel feels silly and gimmicky and nothing more than self indulgent fan service. They effectively ape IW by having the Avengers go on a stone search just like Thanos did in IW. It makes scenes such as that on Vormire have little or no tension because we saw it all in the other film.Tony and Steve's arc doesn't get any decent closure with Tony reverting to the self absorbed douche bag that he was when the series started and Steve being his effective verbal whipping boy. All the efforts to make Thanos engaging and empathetic are cast aside so that the journey we saw him go on in IW is just thrown in the trash and we are given the 2014 Thanos who is just a cardboard cut out evil bad guy. This isn't the guy that we saw in IW who made the sacrifice on Vormire and could empathise with Scarlet Witch.For no reason whatsoever, he has decided against his life goal of a 50% cull of the universe to complete annihilation of everything even though he hasn't had the opportunity to experience the 'fruits' of his cull. He is also now ridiculously over powered. In IW, Stormbreaker nearly kills Thanos when he has all six stones yet in Endgame, he has no stones or gauntlet and Thor can't mortally damage him with Stormbreaker AND Mjolnir.I've seen many try to dismiss these as easily explainable plot holes but the reality is that they are just lazy writing and pretentious directing. Seemingly the makers got themselves into a hole with a fearsome yet sympathetic bad guy, cooked up a time travel device that created nothing but a slew of contradictions, removed the straight line linearity of IW, invested all the money in a final battle that looked like an over inflated DC mess rather than matching the clear and beautifully simple fights/battles from IW and felt the need to hobble some of the biggest characters to signal their social justice virtue.This disappointment of a film which must rank as the Russo's worst MCU film smacks of what happened with Joss Whedon and the Ultron film. Too much pressure and studio meddling , straight jacketed by a dose of political correctness and a loss of stand out creativity to be patched over with fan pleasing guff.Given the Russo's previous stellar work, I expected this to be sure fire hit but what I got was a hot mess of a film that tried to tie things up but rendered itself a little vanilla in doing so. What a wasted opportunity , what a sad end to what had been a glorious 10 years and what a disappointing follow on from the fabulous Infinity War.",2019-05-06,5,28,3,25,English
980,elpsycongruent,"I really don't understand how so many people could enjoy this hot mess? The Russos need to issue a written apology to Taika Watiti for completely undoing everything he worked on, and that's just the START of the things wrong with this movie. Infinity war was awful, but this was a new low.",2019-04-30,0,47,5,42,English
981,pittu,"The script and the forced ""humor"" really are a turn off. Just like Infinity War, this is another movie that - though technically polished - lacks substance. I guess 10-14 year old kids will enjoy this movie a lot.",2019-04-30,5,38,4,34,English
982,clifbar,I'd rather have bamboo shoots stuck underneath my fingernails than sit through that movie again.,2019-05-21,3,38,4,34,English
983,c0nsume,"Visually amazing but a mess. It just seems that whoever wrote this was trying to cram in a list pre-determined ideological goals. I found myself laughing upon numerous occasions, but not to any scripted humour other than Korg who is brilliant, but to the more cringe worthy parts. Four points go towards visual and effects team, awesome work, oh and Korg.",2019-04-29,4,38,4,34,English
984,sshuklin,"Overall too mediocre plot and too overhyped movie. 2.5 hours of reflexion and flashbacks, 10 minutes of action and 20 minutes of condolesences. Tanos shifts motives like he has a PMS. Thor is depicted a clown. Captain Marvel is added just to approve feminists' trends. Too dissapointing even for the marvel fanboys.",2019-04-30,4,38,4,34,English
985,Ryanm42,"A bit of a mess...But it might grow on me.This movie was not nearly as tight and orderly as Infinity War.  It had way too much going on, got bogged down in too many needless scenes that dragged too long and poorly told jokes that did not stick like they usually do.The final battle did not have nearly as much action as expected.  And since it was against time-travel Thanos it really didn't feel like it was against the real Thanos from Infinity War.  A missed opportunity.The Russo Brothers said they wanted to dedicate this one to the fans.  If you want to please the fans, then make a great movie.",2019-04-30,6,29,3,26,English
986,Krossbone,"Ah, Avengers: Endgame. The movie that the world was waiting for for about 10 years now? Anyways, let's get straight to the point. This movie is an extremely mixed bag for me. While there's many moments in here that are just breath-taking and badass, there's also a large number of scenes that just had me cringing.First off, let's go over the positives. For anyone who has watched the movie, you know how awesome it was to see Captain America pick up Mjolnir and wail on Thanos. It was a very awe-inspiring scene and was just overall REALLY a fun watch. Similarly to this but with more consequence, when Iron Man acquired the Infinity Stones and snapped Thanos' forces away, that was also just as if not possibly more epic than Capt. America's feat of fighting Thanos with Mjolnir. Was also fun to see Ant-Man knock down a Chitari flying whale with just his giant form, but that's just me fanboying Ant-Man.Another positive is the character arcs that both Capt. America and Iron Man go through over the course of the movie as they re-meet old friends and family as they travel across time trying to re-acquire the Infinity Stones. Now onto the negatives, and oh boy is there a bit to cover.First off, this movie, no matter how many people might tell you otherwise, is FULL of SJW moments very clearly. Let's list them off, shall we?:1. Thor, the white male that he is, has grown to be a lardy alcoholic in this movie that apparently can't even take on base Thanos while Capt. Marvel can effortlessly tank a headbutt from Thanos with the Infinity Gauntlet? Nice clear SJWism.2. During the middle of the fight with Thanos, a bunch of the superwomen gather up together and start to wail on Thanos' forces, while all the men're just sitting in the sidelines like a bunch of sissies. This just goes to show the same ol', same ol' trope of ""GIRL POWERRRR!"" in modern Mary Sue-filled movies.3. Another showing of feminist/SJW propaganda in this movie is Thor just randomly handing off the title of king of Asgard to the random Valkyrie chick we met and saw only a few movies ago. All of that after seeing him become a tub of lard? His character ruined? It's quite pathetic what they did to him, now he just runs around with the Guardians of the Galaxy and'll do who knows what for who knows how long.4. Capt. America handing off the title of, well, Capt. America to a black guy, specifically Falcon, is another showing of stupid disregard for character in exchange for blatant SJW propaganda. Honestly, it's completely out-of-character for Steve to hand out the shield to Falcon instead of Bucky. He very clearly has a much bigger and better relationship with Bucky, so why hand it to Falcon? It's just dumb and completely takes you out of the otherwise surreal experience of seeing Cap as an oldie.I could go on and on about why SJWism is what's ruining this movie, but it has flaws even aside from that. The movie is very uneventful, and very boring as a result. Many a moment, I'd find myself just wanting the movie to be over so I could take a bathroom break. And many of my friends have made the same claims. It's just not as fun to watch as the other movies, minus those few moments Cap and Iron Man had near the end of the film (but we know what happened to both of them, now don't we?).If you just want to finish off the Marvel movies with a bit of a banger, this is the movie for you. It has some badass moments for many fan favs like Cap and Iron Man, and really builds up the fanservice with the final fight.All this considered however, the movie is absolutely LITTERED with SJW garbage that really detracts from the experience for someone with more right-leaning viewpoints. If you're one of those kinda people like me, do or don't see this movie, but most certainly avoid the assuredly SJW phase 4 of the MCU Marvel Studios will be churning out in the not-so-distant future.",2019-04-29,5,29,3,26,English
987,cheeseburgers,"The best way to describe Endgame is chaotic which is expected when a movie tries to bring together so many characters. However, many sub-plot lines seem shoehorned. Captain Americas demise seemed strange, and really didn't fit the movie. How Iron Man managed to take the stones off of the glove at the end didn't make sense. Captain America coming in and destroying the entire enemy ship as if it were butter, I mean come on, had she shown up 10 minutes sooner there would not have been any fight. That should be a sign of a character that is too OP. Thanos is initially able to throw Captain Marvel aside, then tries again and isn't able to without the power stone. The evil nebula dying without killing a single character. Thanos refusing to finish off any of iron man, thor, or captain america even though he indicated that it was personal now. He literally just stood there for a minute doing nothing until the reinforcements showed up. Thor, captain america, and iron man were unable to defeat thanos without him even having the stones? It seemed like the 3 of them together would've been able to pull it off in infinity war if thanos hadn't had the stones yet. These are just the plot holes I can remember 3 days after watching.The pacing of the movie was herky jerky as well. I was yawning in the theater for the first 45 minutes of the movie. Some parts were just too slow and drawn out. Finally, if you're going to kill off captain america and iron man, they should have killed thor as well to wrap it all up cleanly. Not only that, but let the legacy of the characters end there. Don't pass the captain america shield to his side kick and the role of iron man to tony starks wife and friend.The sound and music was great. The video effects were awesome. I didn't have a problem with most of the jokes or spoken lines. But the plot holes, pacing, and legacies are what subtracted 4 points for me.",2019-05-02,6,29,3,26,English
988,arcticsummer,"Very disappointing vs. the great Infinity Wars. What happened to all the witty dialogue? The writing was just plain poor this time around. It felt like the writers were lazy and took the audience for granted. Cheap fat jokes just don't cut it in this movie. Instead of the joy we felt watching Infinity Wars (and the first Avengers movie), we felt one big ""meh"" after watching this one. With very few exceptions, the interesting character interplay and humor that was present in Infinity Wars was absent in this one. It's frustrating to see this movie getting such great reviews from ""professional"" reviewers. With all the money spent and made with these films, couldn't they hire good writers?",2019-05-06,4,29,3,26,English
989,paleknight1,"It sucked not majorly, but kinda does in the beginning. The time traveling makes no actual sense and contradicts everything in the movie. Only a few of the scenes in the movie and the large battle near the end it the on;y memorable parts. Overall one of the worst Marvel movies ever made with too many plot holes.",2019-05-05,3,39,4,35,English
990,fruit1,"This movie's plot is half-baked with lots of holes. Not a lot of action scenes, too much backstory about lives of superheroes. Thor did not really play an important part in the movie. Overall, it seems like the movie was a little cash-grab.",2019-05-01,3,39,4,35,English
991,CamiDontJay,"The Good- There are a couple of clap worthy moments. Hawkeye, Captain America, and Thanos were good in this movie. ........That's all I got.The Bad- My god, so much. The script reminds me of my book reports from elementary school, hurriedly doing it the night before just so I had something to hand in. It appears the same approach was used here. No thought put into it whatsoever as it shows with horrible pacing, lazy dialogue, and the worst plot device to resolve the story (extremely lazy writing). Once powerful characters are reduced to pure comic relief (Thor, Hulk). They can have their comedic moments, but also show they can tear it up when necessary. They decided not to do that in their infinite wisdom. The force fed female/S JW agenda is on full display here having the women be the most powerful characters in the movie.This is done with the subtlety of being smashed over the head with a cinder block. For what is supposed to be the finale of 11years worth of movies, there is virtually no action because who wants to see that in a superhero movie? That took some David Copperfield-level magic to pull that off, but they did (slow clap). Brav-o. The movie also runs for an obscene 3 hours when 2 would have been fine. We needed to see everyone hug in all combinations. Essentially seeing the same scene five times.The emotional scenes miss like me using the toilet in middle of the night due to the phoned in script. This movie has the energy of an 88 year-old woman on a dialysis machine. A lot of low talking and me not caring.The Deal- This movie is as big a disappointment as the Phantom Menance was for me 20 years ago. The studio knew we would watch this movie regardless of what type of crap stew they brewed up. Sadly, had they stuck closer to the source material, this would have been a lot better. But the hack screenwriters thought that something that a high school student could come up would go over........and unfortunately, it did. This movie is all hype. Phase 4 will be an SJW gush-fest as prefaced here. They did not mention one of the stones in the movie......The refund stone.",2019-05-04,0,60,6,54,English
992,SWEEPtheLEG175,"Infinity War was a 10 for me...this was a 4.  Too many long &amp; drawn out scenes.  Some jokes they took too far or went to the well too many times..THOR cough cough...Everyone will praise this film, I think it kinda sucked.",2019-04-28,4,20,2,18,English
993,PoZahedi,"When half of the universe has been wiped out, when your dear ones were gone and when all hopes have been faded, don’t worry, just ask a big green guy to help you travelling the time and all your problems will be solved. That basically sums up the film. All’s well that ends well except for a philanthropic billionaire in a metallic suit who gives his life in an Armageddon’s Bruce Willis style to save the universe…how original! All the fake emotions and childish humors from the post 2000’s superhero movies are masterfully treasured here as well for the delight of the simple minded. Adding all the enjoyable special effects and the diversity of the superheroes eclipsing the incoherent simplistic plot, and that gives you the most profitable movie of all time. Better on the form nothing on the substance if you ask me. But well, to each his own!",2019-09-07,3,20,2,18,English
998,sahlab,"TL;DR: Avengers: Endgame is a massive extravaganza film with a lot of enjoyable moments, but without soul, purpose, artistic vision, philosophy or literary value. It's just a big teaser/commercial for upcoming ""products"" by the Disney;Marvel brand.Final verdict: I'm done with the MCU.The Good: -Moments, plenty of memorable moments, plenty of funny moments. It almost feels like the script had the sole challenge of gluing as many cool moments together while marginally providing a way out of the dead end they wrote themselves into with Infinity War's ending.-RDJ delivers a solid performance, without which I think this movie would be unwatchable.-As per usual, visual effects are great, especially with characters that rely heavily on motion capture, and the de-aging tech is becoming scarily good.-In spite of my harsh criticism of this movie's direction (that is still to come), I still think the Russos deserve praise for taking on the monumental task of handling a comic cross-over event.The Bad:-Writing: Bad writing: bad storytelling, bad character arcs, SJW crap breaking the immersion every few minutes, bad dialogue, lazy jokes and a time-traveling plot that doesn't make any sense. And mother of God, plot convenience is the one true hero of this movie. Scott Lang is saved from being trapped in the Quantum realm by plot convenience mouse, Stark figures out time travel by plot convenience AI, Thanos finds out about the avengers' plan by plot convenience cross-time Nebula, and many many other examples.As for SJW crap, Thor and Hulk has been neutered, and Captain Marvel were shoved in this movie without any vision or purpose.-Direction:The direction was weak; The five year gap in the beginning screws up the pacing and is in my opinion a symbol of the triumph of corporate vision over artistic vision. Since there is no discernible effect of the this 5 year gap on the plot, or even most of the story threads. I can only guess this 5 year gap is a corporate device to house spin-off shows and things of this sort. Something we'll just have to wait and see.The pacing of the movie is terrible all throughout. But specifically, the impact of the heist part is totally undercut by the ""past Nebula revealing the plan to Thanos"" crap, this crap was there only to produce the mandatory final showdown, which wasn't very inspired but had some ""cool"" moments, the plot ends about 15 minutes before the end of the movie which is always a problem.In Infinity War, the directors did a good job of juggling the many characters, but in Endgame, not at all. A good example would be that the only thing BP did in this movie was be on screen for a few seconds and say: ""Yibambe""! Add to that the clear SJW motif of neutering Hulk and Thor, and you get a 3 hour movie that neither develops, nor even build upon the development from past movies, of most key characters.",2019-05-08,4,31,3,28,English
1000,NikolayG,"The biggest problem with Endgame is that it is far too long. Right from the start it has ponderously long scenes. The same story could have been presented in 2 hours without losing a word. Other problems include never learning why Dr. Strange did what he did at the end of Infinity War, a funny but unexplained change to the Hulk, and a major plot device we have already seen in an X-Men movie, a plot device that renders all drama going forward meaningless. Nothing that happens in the next Spider-Man movie, nothing that happens in the upcoming Black Widow movie, matters ... at all. All problems are now, according to what Endgame established, completely fixable after the fact. Finally, Captain Marvel is MUCH too powerful. In one scene (I'll be vague to avoid spoilers) she destroys something very very very large simply by flying through it. If she can do that, none of the other Avengers are really even relevant. Also, I recall that no one but Thor could lift Thor's hammer, so why is Captain America running around with it like it weighs 10 pounds?The good stuff: great scenes with Tony Stark; great scenes with Steve Rogers. In fact, without the personal touches regarding Tony and Steve I would have given this movie a 5. There were a handful of jokes that made the audience roar with laughter but I was in the last row and the jokes were spoken so softly by the characters I couldn't hear what was being said. But I will assume they were great and so list them under the positives.And that's about it. Not spectacular. Though I do give the writers credit for weaving so many characters into the mix (though not enough Black Widow fight scenes for my taste).",2019-04-29,6,21,2,19,English
1006,frgreen3,This movie was 1 hour and 45 minutes of plot packed into 3 hours. Except for some good one-liners from Rocket and and several amusing references to other movie franchises the movie was a long slog to a predictable ending.,2019-05-07,6,33,3,30,English
1012,Novanon,"It was just Okay. Certainly entertaining but not anywhere as good as Infinity War. There are some good notes. Some great dialogue and action-sequences. The overall plot is pretty solid. Buuuuuuuut, the pacing is sluggish and choppy. After the first hour, I found myself wondering when the movie would actually start. I got bored. I've never gotten bored watching an MCU movie before! Some of the character design choices were not well-explained or executed. You are made to accept that 'These well-established character(s) are suddenly different and like this now'. I guess the writers thought the events from the prior movie would be good enough but I think that is lazy and insufficient. I'm glad I saw it but I don't think I will feel inclined to watch it ever again.",2019-04-29,5,34,3,31,English
1013,Goreminister,"The movie is ""okay"", but can´t reach the same intensity like Avengers: Infinity War. Sadly to say, that the production team missed the opportunity to deliver a milestone in superhero cinema. The effects and the shooting is top notch, but unfortunately that´s not all. It just looked like ""work on schedule"". So, don´t believe the media hype and don´t set your expections to high. Entertaining, but nothing more...",2019-04-29,5,23,2,21,English
1014,siman0,"If your angry about spoilers, its already spoiled... The movie is predictable... Only part that wasn't is when Thor comes back into the picture... It's three long hours of boredom...Only thing that offsets me from rating lower is the visuals and sound quality where spot on... Even then I almost walked out on this one...The move is 2/3 of the cast feeling sorry for themselves and the last 1/3 is them actualy doing something about it... There, that's the movie. Was a waste of my time and money...",2019-04-28,4,35,3,32,English
1015,RottenTomatos,"(RottenTomatoes)- They delete my reviews frequently and the ratings for movies are not as accurate. There time was good, but MetaCritic's time is now. Thank you MetaCritic for not denying people freedom of speech and being corrupt. The 3 hours was unnecessary. First hour is filled with bad jokes and lines that sound like they were written by 5 year old. They spend time on things that don't matter. We want to see Iron man struggle in creating the time machine, we want to see Captain marvel searching to find Iron-man, we want to see Ant-man being abandoned in the void. We don't want to see people eating with hulk at a dinner talking about how they shouldn't give up hope and that the time machine idea is good. Like, seriously way too much time in convincing people to do things that they shouldn't need convincing of or we DID NOT NEED TO SEE. Then Captain america ruined the whole time theory they set up. If he went back in time and married her, then that means there were 2 captain Americas and he somehow stayed in hiding never got recognized. But then also, in a previous movie he banged her child, so presumably that means either she was never born because he married her. OR perhaps that means Captain america always was with her and then that means he **** his own daughter. But still that would mean that there should currently be one old Captain america and a young one. But we only see the old one. There should be two. And the shield was also supposed to go to Bucky.    This project took years and it is just barely not ****. They made the first one good, so they didn't need to try on this one I guess.    The last movie felt like adults wrote the script, but this one seems like it was written by a girl in 8th grade.",2019-04-28,5,24,2,22,English
1018,RobertFloyd,"Endgame is confusing with their way of time travel like theirs makes more sense, it can be really boring, Nebula is stupid but the ending was cool.",2019-05-27,6,12,1,11,English
1020,MisaelG,For a movie full of plotholes and inconsistencies I feel like it has been doing well in reviews and box office. A movie with great and epic superhero moments but at the end it's just that: another superhero movie.,2019-06-07,5,12,1,11,English
1021,Jimshadow,The first half of the film was boring and the second half was not as good as the first Avenger films or as Guardians of the Galaxy.,2019-06-10,4,12,1,11,English
1022,Creator2017,"You got to be kidding me. You call that the best conclusion for all the marvel films since Iron Man. That was the most boring movie ever. Come on, time travel. That was the stupidest climax of this Movie. If you want to make this movie great about time travel then you got to be logical which place and time to be than other random time and place to receive something important. If they want to go timeTravel to get the stones and if Banner told them If he change something in the past won’t change the future, then why didn’t they get the stones  when Thor injury Thanos in Wakanda battle and all the characters just take the gauntlet with the stones and bring to the Future. That would have make much easier instead going to different timelines to get the stones individually and Black Widow could have been alive. The first half was so boring to do timeHeist. So overall, let’s pretend this movie never happen and use my own creation for this movie without time travel and continue with the other future marvel movies. I’m was pissed of on this movie.",2019-06-13,5,12,1,11,English
1023,TbonePdx,"Definitely not as interesting as Infinity War.  And while I like long movies, I only like them if I like them, and this was long and boring.  It was ""okay.""  Anti-climactic at best.  Oh well.",2019-06-17,6,12,1,11,English
1025,jlbudi,"The storyline was eh, the action seemed rehashed from other Avenger movies, several hidden agendas, the time travel thing didn't fully make sense, characters were overpowered at times, things just didn't add up, overall disappointing and doesn't live up to the quality of the other Avenger movies.",2019-08-03,6,12,1,11,English
1026,dcktucker,"not as good as infinity war,slow fan service and the most sjw scene ever made",2019-08-04,5,12,1,11,English
