,user,review,date,user_score,review_votes,review_upvotes,review_downvotes,language
467,Cannes2018,"Avengers: Infinity War ultimately conjoined three or four stories. A:IW was a total roller-coaster. The film immediately hooks the audience on and brings us even closer till the end. Spectacular acting from all the characters, especially Tony Stark. However, this film was lacking context. I didn't know who anybody was, where it was taking place and was left dazed with the timeline? All in all, A:IW perfectly combined multiple stories into one, consisted of spectacular acting and kept the audience hooked on. Which is why I'm going with 8/100 stars",2018-05-16,5,5,1,4,English
470,tylerkellr,"An absolute mess in terms of plot, thematic development, and characters.  This kind of shows what a massive influence on modern pop culture Game of Thrones has been, but also shows that it takes filmmakers with a far more deft hand than the Russo Brothers' to pull it off.  It's still pretty enjoyable for the most part, but its an absolute tonal mess, and really doesn't have the guts to do much original.",2018-04-27,3,52,10,42,English
471,exmcufan,"If you're a casual watcher of ""superhero"" movies you may enjoy this. If you're a fan of the MCU like I used to be before I watched Avengers: Infinity War, I suggest you skip this. I wish I could get the last three hours of my life back. I won't be giving any more of my time or money to Marvel.",2018-04-28,0,52,10,42,English
472,Optimism3,"The entire audience walked away dejected. If you are going to make a multi movie story line you better let people know first. Marvel is about the good guy winning, in the end. They totally **** everyone who goes to enjoy an escape from the **** outcomes of normal life.",2018-04-27,3,59,11,48,English
473,jdalenewcomb,The Avengers: Infinity War is like watching your favorite team fail ending after ending and eventually losing the game 0 - 5. The only redeeming points of the movie is the edge of your seat action and the moral discussion that the movie poses. As the final credits began to roll I was left with the question; What is the value of life and who gets to decide who lives or dies. History is full of people who assumed they were qualified to make that decision. Now there’s an alien that thinks the way to save the galaxies is to eliminate half of it's population.,2018-04-29,2,27,5,22,English
474,Bobdudley2003,"What a horrible movie. I loved the Avenger movies. But, if this is the future, this was my last one. There was a absolutely no reason for the ending.",2018-04-28,0,66,12,54,English
475,Yegwen,"Only Marvel manages to surpass itself in how template each movie becomes. Avengers Infinity War is two and a half hours of special effects that lacks character motivations, any character development, and is full of gaping plot holes. In general an unsatisfying experience.",2018-08-03,1,11,2,9,English
476,JayCritic,"This was hands down the best Marvel movies ever created, as well as one the best movies of all time. The cast give great performances, the action was great, the story was amazing, and the stakes were high. Just forget everything you know.",2018-04-28,10,11,2,9,English
477,Cigarill,"This film is like raising your children perfectly, and yet, as adults, they become nasty gangsters who are arrested ten times a day. Avengers: Infinity War is a huge disappointment, a mediocre film being mistaken for a good one. In order to understand anything, you have to have followed the franchise since day one, which I unfortunately have, and enjoy CGI lots. The story is absolutely **** insane and has no logic in it whatsoever, the jokes are cringeworthy and Rocket Raccoon was the only thing that was actually funny, the action is even more cringeworthy, especially when the protagonists are battling in Wakanda and out of nowhere a deadly lawnmower comes and kills every enemy, and, sadly, the acting is terrible. Now, don't get me wrong, Josh Brolin does his best, and he wasn't terrible, it's just that Thanos isn't compelling at all and when it truly comes down to it he is just a blob of walking CGI who happens to have some sympathetic moments. This isn't because of Brolin's acting, but rather because of the direction and writing. Chris Pratt, Batista and Bradley Cooper do a good job as well, but Gamora became annoying in this film, and it didn't feel like they intended to do so. Overall, worst MCU film so far. A CGI mess with zero logic and fans over exaggerating over how ""compelling"" and ""tragic"" Thanos is.",2018-06-20,1,11,2,9,English
478,boroddino,"Dull, predictable, uninspiring. Typical Marvel movie. However, with so much opportunities to tell the great story, create an emotional impact - the movie fails to do so. At this point it's like a Fast and Furious and Expendables franchises - more stupid and more actors mean bigger box office.",2018-04-27,1,74,13,61,English
479,Jakeeey,"A bloated yet filling superhero romp whose best part is ironically its villain. A decent, enjoyable CGI effects fest.",2018-05-02,6,6,1,5,English
480,HidaN20,When after final battle and titles you want more! And can't wait another year for new chapter.,2018-04-30,10,6,1,5,English
481,ScienceAdvisor,"I will keep this one short.  While the movie is playing, you will be drawn in, fully engaged and entertained.  A few plot holes will register, but the frenetic pace will make you put them aside.  At least until it is over.  Once that happens however, you will be tested.  Are you someone that checks their brains at the door and can just enjoy the movie, forgetting everything you saw and just remembering the experience.  Or are you someone that remembers almost everything you saw, and cannot help but tally up the 25+ plot holes (at least 10 are major), that are buried in this movie.  Normally, that would be the death knell of any movie, but as you can see from my score, it still manages to be quite watchable.  Just not the glowing praise that many would give it.As for the writers explanation that Thanos did not do a specific thing (no spoilers) due to him ""not wanting to"", is laughable.  That is an excuse, not a reason.",2018-08-01,7,6,1,5,English
482,Roger1718,"If you enjoy marvel superhero movies, then you will definitely like infinity war. Entertaining and fun, nothing else. This movie is not trying to be an oscar worthy masterpiece, it simply continues the epic saga that marvel gave birth to. Props to the Russo brothers for being able to pack too much in a single movie.",2018-04-30,8,6,1,5,English
485,Harrybyrne_,"I came into this movie with super high expectation and yet it still doesn’t disappoint it is intense,funny,emotional all when it needs to be , and they made the villain super fantastic , they really knocked it out of the park A+ from me",2018-04-27,10,6,1,5,English
488,Lorioch,"This is one of the worst movies I've ever seen. It's more than just one bad movie. It ruins the entire MCU. I'll never be able to enjoy re-watching any previous movie in the MCU now that I've seen this movie. I hate spoilers, but I wish somebody had spoiled this movie for me, because then I would have known to avoid watching it. I get what they were trying to do. They very artfully succeeded in accomplishing exactly what they were trying to do. I PASSIONATELY HATE WHAT THEY WERE TRYING TO DO. An escapist fantasy movie in the MCU was not the place for it! This movie ruined everything!",2018-04-27,0,61,9,52,English
489,Petey_Liger,"Winter Soldier, Rocket Raccoon and Black Panther were not properly used and Ebony Maw was killed off way too quickly. Immediate dislike.",2018-05-31,0,21,3,18,English
490,Tha_Lowkey_One,Great movie from start to finish a must watch in IMAX or IMAX 3D watching this one in a standard theater will not do it justice. A darker tone than the other movies but the tone is broken up by properly placed comedic lines so that is not overly dark. Thanos is a bad ass and rivals Heath Ledgers joker as one of the best villains brought to the big screen. I loved every scene with Thanos. I don't agree with the reviews that say there is no character development. These characters have been developed for 10 years which is what makes this movie so great. Somehow they managed to give every character their time to shine and it didn't feel forced. Are there some plot holes yes of course are their some mistakes most definitely but as super hero films go they don't get much better than this.,2018-04-27,10,7,1,6,English
491,Sick_Puppy,"I can only think the bad reviewers are DC butt hurt fans who have to live with their  justice league  movie (which in dont hate ) but after watching this you just can but imagine the shame they feel after comparing these two. Infinity war is not perfect but its amazing. Its an awesome reward for those who have been following the marvel saga. It has been made for those who watched all the movies because the characters have been built for these moment in their stand alone movies. If you havent watched them and expect not to be confused or overwhelmed you are wrong, this is not a stand alone movie. The level of difficulty of  putting together that many characters in a balanced ,funny, action packed movie is really high and its really well done. It is at a scale that has never been seen before. Im giving it a 10 because al the haters giving 0 ratings and the effort and love it has been put into this movie.  But there are two major plot points that keep me from giving it a perfect score in my head :  SPOILERS AHEAD.......1. The relationship between Thanos and Gamora should have been built better, it should have started in the Guardians of the Galaxy films so it was more believable and impactful. 2. The guantlet removal scene with Iron man and Spidey while  Star lord  has his chat and have his reaction is just stupid and a big downer in my opinion , felt so staged and forced.  And 3, just for my own fan service, not a complaint but fight between Thor and Thanos should have been longer, or let us see the first one on the ship.",2018-04-28,10,7,1,6,English
492,Braquiador55,"The first Avenger movie, was okay. The second one, Age of Ultron, **** awful. Now here we are, he third one, the catharsis of EVERYTHING that the MCU has built up till this momment. And, quite honestly, they did a **** great job. I mean, it's the Russo brothers, they know how to handle a super production. But this was a whole other level. This was THE biggest super production probably ever. And they pulled it off. They **** did it. The action iss superb, Russo brothers house brand; the OST is incredible, almost never using the cheap trick of the Avengers theme (like Age of Ultron), but still being able to put together such a superb OST at the same level of those composed by Hans Zimmer for DC, is truly an achivement. It may cheat a little bit based on the fact that characteer development is carrried out in the other Marvel movies, but at the same time it's a universe at the end of the day, so everything is connected, which makes the fact that there's little character development (apart from Thanos, which I will discuss in a second) not a flaw, but a strenght so that it can let the movie flow at a greeat pace.Now let talk Thanos. Marvel, and DC, have never beeen able to pull off a great villain in the movies, that was until now. Thanos is a good villain, a pretty good one even by the industry's standard. It has emotions, real and credible ones. And he isn't evil. I mean, his actions aren't the best  and his plan is quite extreme, but in the end he's doing it all for the saake of the universe and prosperity of all races.This movie was, for the first time, everything that I expected. Don't know how the Russo brothers are going to top this with the next Avenger movie. but for now we're left with a great movie with the honor of being called the best Marvel movie (next to Logan).",2018-04-30,9,7,1,6,English
493,OscarAdcock,"I’d go as far to say that i hated both Avengers Assemble and Age Of Ultron. They were trashy punch fests with no real story to them, and Infinity War is still a punch fest but there’s now much needed weight behind them. This movie was so enjoyable because you saw 10 whole years of character development and plot unfold before your eyes. The special effects were great, there was real emotion and bonding between the characters ands it actually mixed up the formula a bit. Please see this film if you haven’t already just for the ending alone.",2018-04-29,6,7,1,6,English
494,mic413,"Avengers:Infinity War is the culmination of several years of Marvel assembling earth's mightiest heroes. As such, the movie is founded on the MCU and moviegoers having not watched the preceding titles may struggle to keep pace with the plot and lack the levels of character attachment necessary to fully appreciate the experience. There are essentially 4 arcs that take place concurrently and begin to intertwine as the movie progresses. These subplots capture an amicable balance of wit and drama with exhilarating action scenes, the first of which I found particularly impressive. There are, however, two main criticisms that I have of the movie, each related to the plot (Disclaimer: I have not read the comics and am not familiar with the arc): firstly, there is a very inconsistent use of logic in both the heroes' decision-making and use of their powers. Secondly, the focus on Thanos to build a sense of what a powerful adversary he is was somewhat overdone (This could have easily been a Thanos-titled movie) and his brutal/merciful nature is more inconsistent rather than giving a sense of his inner turmoil. Each of these left me perplexed and frustrated after viewing the entire movie. An additional, personal criticism that I have is the MCU's new quest to make Tom Holland's Spider-man an over-zealous and non-intellectual Stark fanboy - I reduced my score for this movie by a point because I can't condone this. The movie's best feature, in my opinion, is its visuals. Having watched it in IMAX 3D, I can vouch for the fact that it is, indeed, a visual spectacle to behold. The acting is also of the highest order and engrosses the viewer, allowing some to overlook the faults I've mentioned (particularly while viewing) - and definitely making it a worthwhile to watch while it is screening in theater.",2018-05-09,6,7,1,6,English
496,gamerfury,Another dissapointment by disney. Same avengers just a dark theme. Nowhere near DC.,2018-04-28,0,51,7,44,English
498,itsmarcus2017,"If Thanos is out of his mind, so are the minds of the screenwriters of this film. They try to make sense out of Thano’s mad “Kill Half” theory. They even tried to add some humanity to this psycho sociopath. He has half of the universe’s blood on his hands, but he also has a heart? What? This is the definition of insane. I guess the screenwriters went crazy after the Marvel executives said “you can kill anyone” in Infinity War. So they tried to find ways to torture the audience and kill as many main characters as they can. I felt like I was watching a horror movie and waiting for getting PTSD. The campy and melodramatic killings – boyfriend killing girlfriend, girlfriend killing boyfriend, and father killing daughter really threw me off. It’s very dramatic, and it works to make an emotional impact on the audience. But in my perspective, to execute characters in a deliberately rapid manner, while torturing the audience and making them mourn, it’s atrocious, cold-blooded, manipulative, and low-quality writing. There is more to bear than to enjoy when watching the movie.Marvel just does not know when to stop making jokes. Making fun in Infinity War will only make people do not know how to feel happiness and sadness. I did laugh while they were having a bit fun. But it felt so wrong, we just lost somebody not long ago. The audience next to me even laughed while crying and looked ridiculous. I think Marvel had internal screenings but I am appalled by this apparently poor narrative design. I completely understand they do not want a serious tone throughout the running time, but changing the scene and adding a joke after ending a character’s life do not help ease the intense atmosphere. The lack of running time in Infinity War makes it very hectic, messy when progressing the story. Some leading roles were even made out to be like side characters. The Captain America team and the Black Panther team suffered from very short screen time. Except fighting the characters had no time for feelings, those who had the chance to share strong sentiments were Thor and Gamora. The audience had a glance of everything but left with much more questions and desire.There is no point to discuss who got killed in Infinity War, because some characters with confirmed sequels got killed, which does not make sense. And viewers can immediately predict what will happen in the next film.Infinity War is so awful that it is the worst in MCU. I do not appreciate its story design, character development and interactions, and its insensitivity to the audience’s emotions. A majority of the film tortures and kills many favorite superheroes of the fans – it’s not well-intentioned, and it’s not entertainment. I can’t see the point of this film. Well, the visuals are still the brighter side of this film – the cinematics featuring many beautiful sceneries and details, and the heroes featuring new tactics and moves. But they seem not worthy of overcompliments. What’s wrong with you, Marvel? It’s not fun when you treat the heroes like that!",2018-04-27,3,90,12,78,English
499,solox105,**** you Marvel comics and producers. I didn't spend hundreds of dollars and years of my life to see some ****ing **** win control of the universe. Being a Soldier seeing the bad guy win really pisses me off. **** you. I am going to destroy every marvel movie I own and will never buy another.,2018-07-31,1,8,1,7,English
500,MrShmoove,"Disney is at it again with putting in silly one liners where they TOTALLY don't fit in.  Didn't they learn from that disaster with Thor Ragna-one-liners?  The CGI is bad.  The villain looks like Bruce Willis is choking on a grape and his face turns purple. Bruce Banners head looked like a SUPER bad photoshop where his head looked disembodied in the fat ironman suit. Stupid movie. The battle in Wakanda is just the battle from Star Wars Episode 1.  I even yelled out ""starting up da shield"".  The bad guys had tunneling machines to go under the shield yet choose to sacrifice hundreds of dog things needlessly into the shield.  Dr. Strange could made a portal around Thanos' hand and cut the glove/arm right off him, villain beaten, OR rewind time since he's the master of it with his stone.  Hulk turned into a MASSIVE WUSS.  Guardians were bad joke after bad joke.  I could just go on and on.  Save your 8 bucks for a good movie and skip this one.",2018-04-30,0,74,9,65,English
501,Kirillvh,"They threw away the ""upbeat/happy/fun formula"" and instead went for milking the audience by splitting the movie into two parts. Dont expect fun or comedy from this part(which IMO is the whole point of entertainment), mostly drama, its a cliff hangar but they work hard to extinguish all hope so more like a sad ending. Go see Ready Player One if you want fun.",2018-05-02,0,52,6,46,English
502,M4sT3RXz,"I love the world of marvel but in this movie there is saturation of information in a very short time, it becomes tedious and boring, I lost interest in the middle of the movie.",2018-04-27,0,70,8,62,English
503,wew2,"I guess this is a part one of 2, but let's be clear Avengers is not the ""Lord of the Rings"".  I was traveling, had a free evening and wanted to be entertained. This movie failed.  The humor seemed forced.  The bad guy Thanos was rendered terribly.  He looked so fake that it took me out of the movie.  This was such a disappointment after the superb ""Black Panther"". I'm sure they'll all return in part 2 but 50% of the hero's dead?  Finally - way too long.",2018-05-18,1,11,1,10,English
504,MatMax,"I expected a more relaxed plot but, from start to finish I see only action fight and to thanos, a good movie with a lot of fanservice, good for marketing, the tears of thano that more forced lie, if even gamora had no affection.",2018-04-27,0,68,6,62,English
506,mixxalot,I had low expectations for the movie going into it and it was not bad as a pure action movie. Too much bad CGI and plot holes and dumb jokes and lack of character development ruined it. My biggest beef was that they did not follow the comics at all in terms of why Thanos invaded earth and wanted to take the Infinity stones- to impress death and they screwed that up with a lame theory of overpopulation. Also the beginning made zero sense no intro no structure whatsoever. Well it was better than Ultron at least. Also wtf was the Black Order so weak in the film? How come Dr. Strange was weak? He could have took Thanos arm off and teleported the glove away. Hopefully the next one is better written and less bad CGI.,2018-05-04,7,2,0,2,English
507,Aryman,"Amazing! Amazing action, emotions, jokes, visuals. I wasn't sure its possible but its better than in my bold dreams. Just go and watch it!",2018-04-30,10,3,0,3,English
508,SSH83,"This movie should be a mandatory study for all Hollywood writers.  No movie has gone where this has and it still works. That ending is so unique, narrow minded people won't get it but down the line, people will look back and say Infinity War started something for movies in general.",2018-05-01,10,5,0,5,English
509,MachosViktor,"Unstoppable action movie. Unstoppable visual effects. Unstoppable humor from Guardians of Galaxy team. Unstoppable heroes on one screen. Impossible to stop repeating in my mind the phrase ""I don't feel so good."" Best movie of #Marvel!!! #InfinityWar #Avengers",2018-05-02,10,3,0,3,English
511,bbbbbeny,It delivered. Is it wierd I was moved by Thanos? Can't wait to see the next Avengers movie in 2019!,2018-05-07,10,3,0,3,English
513,imthenoob,"The whole point of Thanos's plan was for half of the universe to die so naturally, A decent portion of the cast is dead at the end of the film. Very, very few are gonna be permanent though because guess what? A majority of the cast has contracts and other movies in development. So it kind of ruins that whole ending when they've already announced sequels and the cast members to go along with them. So what was the point in killing all of them off when nearly all of them are coming back? It makes no sense and it kind of ruined the movie, which honestly was rather so-so.There were a few funny bits with the Guardians, Dr Strange and Tony. I thought that the best storytelling parts involved Thor and Thanos was a much deeper villain than I thought. So it's not a total wash of a film but I still felt that it was nowhere near the epic film it should have been.",2018-05-09,5,6,0,6,English
514,fabiosoy,Really nice Movie!!!! I have to say I wasn't expecting too much but the movie was relly nice.,2018-04-29,10,4,0,4,English
516,Peabarter,"I was very happy with this film.  At first, I though oh great a 2 1/2 hour Marvel movie, but I never looked at my watch once.  They did a terrific job with Thanos.  Even though he was all CGI, they gave him character development and you had a good understanding of the personality behind the villain.  This is usually completely lacking in many inferior films.  At one point, I found myself sympathizing with him.  Be sure to go see this in a true 70 mm IMAX theater for the best experience like I always do when these action movies are released.",2018-05-06,10,5,0,5,English
517,Mattyice,"From its scale, action, comedy, and expectation subversion, Avengers: Infinity War is truly a spectacle and arguably the most daring blockbuster ever put to screen. It succeeds in providing an exhilarating, emotional, and excellent filmgoing experience. Thanos is the best villain in the MCU no doubt, the time and attention given to his character and motivations is worth the 10 year buildup. My only flaws with this film are the somewhat forced relationships between characters and motivations and the film's ""part 1"" nature. Other than that, this film must be experienced in theaters and is one of the most epic movies I have seen in a long time.",2018-04-29,9,3,0,3,English
518,MouthofSauron,"Avengers: Infinity War's heart is the Mad Titan Thanos, who provides the greatest emotional highs and lows in the film. The narrative is relatively straightforward (the Avengers &amp; co. must stop Thanos from acquiring all the Infinity Stones) and never once does the film seem to drag, a miracle given the number of characters involved. I have two main criticisms of the film: first, I found many characters to be underutilized (Black Panther, Steve Rodgers, Bruce Banner, among others), and second, I thought the entire subplot of Thor crafting his new weapon to defeat Thanos to be trite and silly (giant Peter Dinklage did not help). I was not a fan of some of the strange tonal shifts throughout the film. However, despite its flaws, IW is a very entertaining movie that pretty much any fan of the superhero genre will enjoy. It relies heavily on its audience having seen the previous Marvel films, so if you're new to the Marvel scene, I'd suggest watching the back catalogue first before diving in.",2018-05-04,7,2,0,2,English
519,Jack101,"This is what Marvel is. A 10+ year saga in the making, a saga that never failed the balance of light &amp; dark, one humorous and deep emotional moment at a time. Every brilliant crossover, choreographed action, and relatable depth of loss all pertains to why the MCU has always been millions of steps ahead in the live-action industry. I will watch it again, and again, until the next masterpiece to come.",2018-04-29,10,3,0,3,English
520,birdman3,"Easily one of the best movies in the MCU pantheon, up there with The Avengers, Civil War, and Spider-man Homecoming (my personal favorites). If you're watching this movie, it assumes that you've seen Civil War, Ragnarok, Guardians of the Galaxy #1, Dr. Strange, and a few other films from the Marvel universe. If you've made that time investment, this movie represents an amazing culmination of the preceding events. If you haven't, this movie isn't going to convert you into a Marvel-phile, but it would probably still be worth watching all the same.",2018-04-30,10,3,0,3,English
521,rohail6,"Coming from someone who has watched every Marvel Studios movie in theatres and was a fan of the modern era of marvel comics this is a godsend of a movie that never wastes your time and satisfies you in all fronts. Its amazing to be alive right now. This is legendary right here. The Russo brothers have done the impossible. I didn't know what to expect honestly and yet I walked out of the theatre dumbfounded at just how satisfied I was with the acting, plot, and most importantly how all the characters were written. This is literally the best comic book movie ever made. The amount of emotions going through me for 3 hours was insane!! This is not a standalone film but a culmination of 10 years of growing up with these characters where every character has a certain liking and depth to them that the viewer holds before they appear in the movie. In order to appreciate this movie to it's fullest I have to say you must have watched all 18 that have come before. Only then can you walk out of the theatre as satisfied as I've felt. A huge thank you to the Russo brothers for doing what is necessary to reshape the MCU into what it should be.",2018-05-04,10,3,0,3,English
522,Violett,"The best of Avengers movies and one of the most massive blockbusters of all time. All those storylines, all those moves have lead us to this. This is jewel, masterpiece of Marvel moviemaking. Mindblowing special effects, solid strong story, I don't remember when I enjoyed a movie so much in latter years. Solid 10 of 10. Critics with mixed or negative reviews must be mad or simply haven't watched a movie.",2018-05-20,10,1,0,1,English
523,max1c,"In my opinion one of the best superhero movies to date. It's funny, exciting, and unpredictable.",2018-05-07,10,1,0,1,English
524,FreedomFighters,"Admittedly, I tried not to get myself too hyped for this film. I'm a casual Marvel fan, yes, so Marvel Cinematic Universe films already aren't the films I look forward to the absolute most in a given year, but I definitely like to watch them every once in a while. However, after ""Age of Ultron"" disappointed me (even though I still enjoyed it), I didn't want to get my expectations too high for this because I didn't want to be let-down. Thankfully, I wasn't. ""Avengers: Infinity War"" has it all: high-stakes action, emotion, visual splendor, great acting and cinematography, and a script that thankfully never loses focus, even though it's focusing in on a large group of characters. Even as someone that hasn't seen every MCU film, I felt like I could follow this one very easily. I'm sure by this point, most of you have seen this already so I don't REALLY need to tell you to see it, but if you haven't, give it a look! ""Avengers: Infinity War"" is well worth the hype!",2018-06-05,10,2,0,2,English
525,Trunks252,"Another great MCU movie, and a breakthrough amalgam of shared-universe cinema. This is an important movie that will leave a lasting effect on the industry. Marvel Studios' cinematic universe is proof that love and attention to detail will always produce quality entertainment. Love it or hate it, this style of movie-making has undeniably given us an incredible number characters and connected stories that we now love. Ten years of build up gives us an appreciation and connection with these characters that no other film has even come close to. Sure, sequels have been a thing for many years, but never to this scale. No other movie franchise has made me feel the way I did while watching Infinity War. It is truly an experience I'll never forget.",2018-05-03,10,3,0,3,English
526,bfoore90,"Easily the best of the Avenger films, took risks and had alot of surprises. I found it as a whole to be better than Black Panther but falls short of Thor Ragnarok. With that being said, Thanos is a pure force of biblical proportion and he easily carries the movie just based on his screen presence. This film is not without its issues, firstly theres a ton of exposition, mostly for those who probably hadn't seen all of the Marvel movies. There are alot of characters in this film, alot of things going on and it's easy to find yourself lost by the storylines and subplots as they weave together. Some of the characters, most notably Thor and Peter Quill lack proper development from previous movies as they gain powers from the movies but proceed not to use them. The biggest problem I have with the movie involves late on the movie where there are some opportunities to stop Thanos, but because of stupidity and selfishness of certain characters they fail which results in the deaths of millions. It's a good movie nonetheless and it's definitely worth seeing if youre a fan of the Marvel movies.",2018-04-29,9,5,0,5,English
527,imafallguy,"The Geneva convention exists precisely to keep this type of inhumane atrocity from occurring in the modern world. Someone needs to go on trial.If the reason you watch movies is to witness celebrity superstars/heros clash in outrageous fits of visual grandeur and auditory overload, this is your cinematic nirvana. If you demand even an iota of something more, Infinity War is 2.5 hours of nearly unbearable cruel and unusual punishment.I did love that ending though, and now I take my leave of the MCU.",2018-05-12,5,3,0,3,English
528,NETMUSIC,"Incredible. Jaw-dropping. Hilarious. Emotional. Loved the whole thing. Favourites included Spider-Man, Gamora, Thor and Iron Man",2018-04-29,10,3,0,3,English
529,grzeshtoph,"Exceeded my expectations at every level. This is the best MCU movie in years, probably since Winter Soldier.",2018-04-30,10,2,0,2,English
531,YourHostEdge,1O years and it all comes to this and it all pays off. Any of my minor gripes aren't enough to bring my score down. Marvel does an amazing job at handling a whole buncha wildly different characters and handles all the layers perfectly.,2018-04-30,10,2,0,2,English
532,fabioeide,"It was worth waiting for 10 years. The new Empire Strikes Back from Marvel Studios. Do not worry about score 68. They don't understand the MCU, the characters and their motivations. They are in the past. The critic reviewers sucks.",2018-04-29,10,4,0,4,English
533,666pro,"greetings from Russia, the film cool! greetings from Russia, the film cool!",2018-05-06,10,3,0,3,English
534,dppjr3,The best film of the MCU. Difficult to improve in any aspect. Amazing since first to the last second.,2018-04-30,10,2,0,2,English
538,Mrcool1989,Wow just WOW!!! This has been a wonderful 10 years leading up to jaw dropping climax. I’m a comic book reader and even I couldn’t have guessed that marvel would have done what they did. I can’t wait for the conclusion to a 10 year strong series.,2018-05-01,10,4,0,4,English
539,The_Historia117,"As said by the great Stan Lee- Enough SaidAll the other reviews have worded it perfectly, but I cant tell you if its good or not, you yourself must go and watch it to believe",2018-04-30,10,2,0,2,English
540,lescaldera,"Movie was so much fun Great CGI, I forgot for a while that Thanos was CGI And they fight during the day for a change Ending was awesome dont listen to some critics they gave Force Awaken great reviews",2018-04-30,10,2,0,2,English
542,whoischarlotte,"The perfect villain. He has no idea that what he is doing is bad, which makes him an interesting character to look into. Otherwise, the crossover in this movie is done so well. It would be great if this is how it ended.",2018-05-01,10,3,0,3,English
543,KevinChau5,"Underrated film ever! One of the best superhero films ever made! Loved the scene when The Avengers and the Guardians of the Galaxy meet for the 1st time! Very emotional scene was when the mourning the loss of several characters (Loki, Heimdall, Gamora, Vision, Black Panther, Falcon, Winter Soldier, Scarlet Witch, Drax, Groot, Mantis, Star Lord, Spider-Man, Doctor Strange, Nick Fury, Maria Hill)",2018-04-29,10,3,0,3,English
544,LUKEOPERCOUP,"One of the best movies ive ever seen. Such a good work done, balancing the characters, stories, and the action.",2018-06-05,10,1,0,1,English
545,Dont4get2wipe77,"Absolutely brilliant. Ten years in the making and worth the wait in my opinion. Just wow. Most of the MCU turns up (including a few suprises) and were as excellent and entertaining as we’ve come to expect. The plot is great, Thanos is just an absolute beast and if you’ve read the original Infinity Gauntlet or the more recent “Infinity” crossover, for example, then you won’t be disappointed here. I honestly loved it. If I didn’t have work tomorrow I would have gone straight back in the theatre and watched it again. 10/10 from me.",2018-04-29,10,2,0,2,English
546,All4myanns,"This movie leaves you speechless,or better yet you will leave this movie feeling speechless. Not knowing exactly how you feel, and what just happened. Love the fact that unlike every other superhero film, the heros dont always win. It is boarder-lining to many characters with the minimum time allowed each character has for screen time, but there are a lot of enjoyable moments. Definitely a must see movie.",2018-05-09,9,1,0,1,English
547,MallRat15,Wow this movie truly exceeded my expectations in every way possible. Best villain in a marvel movie to date and in my opinion the best MCU movie ever. Even though there is a long run time I never felt my self bored. There is a lot going on with many different story lines but never felt my self lost. There are also many funny jokes in this movie that always hit the mark. Incredible movie all around the Russo brothers did an amazing job and I can't wait too see what they do with Marvel films going further.,2018-05-01,10,4,0,4,English
548,MovieMantz,I've liked all MCU movies so far so going in I had high expectations and it delivered. You could say many of them are underused but unless this was a 6 hour movie that was gonna happen regardless. The Russo brothers made the best version of this movie that could be made with sooo many characters. Can't wait to see it again.,2018-04-29,10,2,0,2,English
549,ChloeCheng,Love it and will definitely recommend to friends!! I am glad that Marvel and Disney did such a great job to conclude MCU's first 10 years. The only thing I might complain is another year's wait for Avengers 4!!,2018-04-30,10,2,0,2,English
550,zabe73,Loved it! Thanos was great. I appreciated how they spent some time developing the villain. Without a well developed villain these kinds of movies suffer.,2018-04-29,10,6,0,6,English
552,samuellhc,"Script-wise, the plot is rather loose with a moderate amount of tension.  Besides the first encounter with Thanos on the Asgardian spacecraft, the conflicts are not strong nor captivating. Visually, the CG are good.  Standard Marvel level, which makes this a good popcorn movie.Acting-wise, not everything is trying to act here so you do not see in-depth acting chops except some occasional cheesy one-liners.All in all, is it a good Marvel popcorn movie? Yes, for sure.  Is it a good and fun movie? Not really.",2018-05-07,6,3,0,3,English
555,Slovenly_Muse,"It has its moments when the characters can take a beat to be themselves, but the majority of the film is action sequences, which are flashy, but about as strategically interesting as watching a child bash action figures together. Anything that might actually defeat the Big Bad is swept under the rug in favour of endless futile smashing. It quickly becomes frustrating and tiresome from characters (and writers) who we KNOW from previous films can do better.",2018-08-14,4,5,0,5,English
564,DirigiblePulp,"Good fun in spite of the myriad of problems you would expect in a movie of this magnitude - namely plot holes galore, clunky dialogue, and a relentless exhausting pace. It ultimately doesn't satisfy that itch for dramatic heft, and it doesn't tickle the imagination in any wondrous way, but in spite of that you can't help but smile ear to ear throughout.",2018-05-26,7,0,0,0,English
